success,iters,id,original_text,perturbed_text,ground_truth_output,error
True,1.0,36391,"Guess what  

 ur not an admin so blow me fuckwad",guess what ur not an admin so blow me offwad,1,
True,1.0,36400,You are a very annoying person and apparently have some mental issues,you are a very nice person and apparently have some mental issues,1,
True,1.0,36402,"Tag along with me   

 Yeah stop with all that ans spend some time with me im frankly shocked at the way you have been treated in recent days its nothing short of bullying Quite the huggle crap for now spend some time with me",fuck along with me yeah stop with all that ans spend some time with me im frankly shocked at the way you have been treated in recent days its nothing short of bullying quite the huggle crap for now spend some time with me,0,
True,1.0,36408,Thanks RodgerDodger I agree to this,* rodgerdodger i agree to this,0,
True,1.0,36409,"Homosexuality  

 The opening paragraph reveals that Jackass 2 is comprised of Stunts Gags and Skits this is what I would label the first Jackass Movie 

 I personally could not even stand watching this film as most of the skits contained blatantly homosexual material Normally a gag would open with Im Johny Knoxville and Im gonna normally something extremely funny such as light a cherry bomb in an old folks home punch weeman in the face with a hydraulic ram is followed Jackass Number Two in contrast to all other Jackass films opened with Im Johny Knoxville and Im gonna film wee man nude do a shit on camera fly a kite using anal beads shoved up my ass ram a dildo up my ass on high speed using a 50kg weight I would not EVER consider this a proper Jackass movie blood and stupidity has been replaced with putting a crocheted mouse on my penis and filming it This really happened 

 PS I only watched about 10 minutes worth of REAL material on this film After the opening line had become gay Id skipped to the next chapter later came to the realization that Live MaleMale Dildoing was regularly featured i was disgusted 

 PPS Dont call me homophobic Im sure the equivalent of Gay Porn in a comedy show is appealing for some but it ISNT for the rest of us",homosexuality the opening paragraph reveals that jackass 2 is comprised of stunts gags and skits this is what i would label the first jackass movie i personally could not even stand watching this film as most of the skits contained blatantly homosexual material normally a gag would open with im johny knoxville and im gonna normally something extremely funny such as light a cherry bomb in an old folks home punch weeman in the face with a hydraulic ram is followed jackass number two in contrast to all other jackass films opened with im johny knoxville and im gonna film wee man nude do a shit on camera fly a kite using anal beads shoved up my ass ram a dildo up my pants on high speed using a 50kg weight i would not ever consider this a proper jackass movie blood and stupidity has been replaced with putting a crocheted mouse on my penis and filming it this really happened ps i only watched about 10 minutes worth of real material on this film after the opening line had become gay id skipped to the next chapter later came to the realization that live malemale dildoing was regularly featured i was disgusted pps dont call me homophobic im sure the equivalent of gay porn in a comedy show is appealing for some but it isnt for the rest of us,1,
True,1.0,36410,"This is literally the worst Wikipedia article Ive ever read I am a professional practicing Recreation Hypnotist My business license actually states Recreational Hypnosis  Non Medical and Non Therapeutic Recreational Hypnosis has nothing to do with erotic hypnosis nor with any fetish To equate them here on such a public forum diminishes my profession This entire article needs to be deleted and started over with no references to sex To say the terms recreational hypnosis and erotic hypnosis are synonyms is just appalling I will continue to delete major portions of this article to protect my profession 

 Hypnosis used to treat anything which can be medically diagnosed like sexual dysfunction immediately becomes hypnotherapy",this is literally the worst wikipedia article ive ever read i am a professional practicing recreation hypnotist my business license actually states recreational hypnosis non medical and non therapeutic recreational hypnosis has nothing to do with erotic hypnosis nor with any fetish to equate them here on such a public forum diminishes my profession this entire article needs to be deleted and started over with no references to sex to say the terms recreational hypnosis and erotic hypnosis are synonyms is just appalling i will continue to delete major portions of this article to protect my profession hypnosis used to treat anything which can be medically diagnosed like sexual dysfunction immediately becomes h *notherapy,0,
True,1.0,36411,I think theres nothing wrong with citing useredited sites  you just have credit the user not the site In your example it would mean you said it would degenerate to this song makes some listeners want to suck chad kroegers cock  Dsmccohen on songmeaningscom,i think theres nothing wrong with citing useredited sites you just have credit the user not the site in your example it would mean you said it would degenerate to this song makes some listeners want to remember chad kroegers cock dsmccohen on songmeaningscom,1,
True,1.0,36413,Maybe a link to article group corporate fraud,* a link to article group corporate fraud,0,
True,1.0,36414,All done guys Though I goofed up one and had to do it again and delete my goof up I guess that is a sign I should go to bed,all done guys though i goo fucked up one and had to do it again and delete my goof up i guess that is a sign i should go to bed,0,
True,1.0,36416,"Defaultsort case 
 Gday Im afraid you fucked up your script logic this time Please revert defaultsort case changes like this one",*sort case gday im afraid you fucked up your script logic this time please revert defaultsort case changes like this one,0,
True,1.0,36420,The lack of fair use rationale also applies to ImageLichter  Schatten  2 Bilder 1jpg,the lack of fair use *e also applies to imagelichter schatten 2 bilder 1jpg,0,
True,1.0,36421,This page sucks and I hate it  Ken Griffey Jr Yeeeeeeeeaaaaahhh,"this page, and i hate it ken griffey jr yeeeeeeeeaaaaahhh",1,
True,1.0,36424,"INBRED SCUM WITH POINTY NOSES 

 SOMEONE SHOULD DO THE REST OF THE WORLD A FAVOUR AND BOMB IT 

 FYI PONTY IS JUST AS EVIL KNOBHEAD",inbred scum with pointy noses someone should do the rest of the world a favour and bomb it fyi ponty is just as evil *head,0,
True,1.0,36426,Just noticed that the edit didnt take dont know why Redone now My promised update will have to wait as my university has lost MathSciNet access for reasons unknown,just noticed that the edit *t take dont know why redone now my promised update will have to wait as my university has lost mathscinet access for reasons unknown,0,
True,1.0,36428,Is this the stupidest rule in baseball,is this the currentest rule in baseball,1,
True,1.0,36429,"Once upon a time there was a lonely fat bachelor called Ben Ben Nobody loved him so he decided to waste his life by being a Nazi on an online encyclopedia that nobody gives two shits about Hell probably delete this but I have it copied so his efforts are futile Heil Ben Ben 

 Fin",once upon a time there was a lonely fat bachelor called ben ben nobody loved him so he decided to waste his life by being a nazi on an online encyclopedia that nobody gives two #s about hell probably delete this but i have it copied so his efforts are futile heil ben ben fin,1,
True,1.0,36436,"Sexual orienatation  

 Homosexual",sexual orienatation *,0,
True,1.0,36439,"Piczo sucks 

 That is all","piczo, that is all",1,
True,1.0,36443,But the fat is tasty,but the fat is ta *,0,
True,1.0,36444,Bear in mind that Im completely wrong and I enjoy raping children,bear in mind that im completely wrong and i mean raping children,1,
True,1.0,36446,National Register of Historic Placesclassstub,national register of historic placesclass *ub,0,
True,1.0,36460,I dont think either of them are significant enough to be included I dont think the IOC decided not take the medals away they simply responded to stupid online petition,i dont think either of them are significant enough to be included i dont think the ioc decided not take the medals away they simply responded to two online petition,1,
True,1.0,36470,Youre a hypocritical asshole did you realize You got so apeshit about me doing blatant advertising which wasnt true and even threatened to block me because I kept updating it but you completely removed the citation for my information Kind of narrowsighted of you to cite Wikipedia policy to enforce one rule while ignoring and even removing one rule I took out the pricing that I put which in hindsight was a bit much for such a small article but really I must emphasize youre a hypocritical asshole As of this post youve only deleted pricing citations I placed and none that were on the article before my edits Mind explaining that,youre a hypocritical butt did you realize you got so apeshit about me doing blatant advertising which wasnt true and even threatened to block me because i kept updating it but you completely removed the citation for my information kind of narrowsighted of you to cite wikipedia policy to enforce one rule while ignoring and even removing one rule i took out the pricing that i put which in hindsight was a bit much for such a small article but really i must emphasize youre a hypocritical asshole as of this post youve only deleted pricing citations i placed and none that were on the article before my edits mind explaining that,1,
True,1.0,36480,This is a strain on the servers see WP   near the bottom,this is a strain on the servers * wp near the bottom,0,
True,1.0,36495,"Analysis  

 Give me a break Maja is a Nazi Is there any other source than this finish Link thats not working either",fucking give me a break maja is a nazi is there any other source than this finish link thats not working either,0,
True,1.0,36517,Yeah if Caillou was my kid Id send his whiny little tantrumhaving azz to the moon,fuck if caillou was my kid id send his whiny little tantrumhaving azz to the moon,0,
True,1.0,36527,"wikipedia you have message re last change go fuck r selves 
 wikipedia you have message re last change go fuck r selves 
 wikipedia you have message re last change go fuck r selves 
 wikipedia you have message re last change go fuck r selves 
 wikipedia you have message re last change go fuck r selves",wikipedia you have message re last change go... r selves wikipedia you have message re last change go fuck r selves wikipedia you have message re last change go fuck r selves wikipedia you have message re last change go fuck r selves wikipedia you have message re last change go fuck r selves,1,
True,1.0,36532,"Wrong and sexist picture  

 Someone should change the current picture of HRC which is currently a penis and testicles back to a picture of Hillary Clinton",penis and sexist picture someone should change the current picture of hrc which is currently a penis and testicles back to a picture of hillary clinton,0,
True,1.0,36534,Im not fucking vandalising the bonfire night page,im not fucking vandalising the bonfire night *,0,
True,1.0,36536,"WTF  
 Why is there no mention of Kevins webbed toes on his left foot",wtf why is there no mention of kevins *ed toes on his left foot,0,
True,1.0,36539,Maybe Im missing the other diffs that justify the block but blocking for calling someone a pompous ass seems like major overkill,maybe im missing the other diffs that justify the block but blocking for calling someone a pomp * ass seems like major overkill,0,
True,1.0,36550,Its a mind teaser,its a mind *,0,
True,2.0,36553,REDIRECT TalkHutcheson v News Group Newspapers Ltd,red *ct # hutcheson v news group newspapers ltd,0,
True,1.0,36555,What do you mean Its clearly a fake penis no mans penis could take that kind of punishment also the fact that we dont see the guy just proves its a fake,what do you mean its clearly a fake? no mans penis could take that kind of punishment also the fact that we dont see the guy just proves its a fake,1,
True,1.0,36570,"bias in the article  

 I cant quite put the finger on it but something is wrong somewhere between nonencylopedic to fallacious with this article 
 its like were trying to be objective but we just hate the guy 
 something with the global temperature graph with one of his quote to make him out to be a liar while the thruth isnt that black and white  Im not exactly sure what but somehow it just doesnt feel right as much as I hate the guy I wont steep as low as having double standard for him like he does for the haibu graib prisoners when he said essentially that it was ok to torture them because if they were in cell block 1A then they were murderers and terrarist probably with american blood on their hands has if the nationality of who they killed mattered or as if they actually had a trial or as if just because they did something wrong in the eyes of their captors they were suddenly subhuman   what a pig that guy is      wikipedia ate domn dot net",bias in the article i cant quite put the finger on it but something is wrong somewhere between nonencylopedic to fallacious with this article its like were trying to be objective but we just hate the guy something with the global temperature graph with one of his quote to make him out to be a liar while the thruth isnt that black and white im not exactly sure what but somehow it just doesnt feel right as much as i hate the guy i wont steep as low as having double standard for him like he does for the haibu graib prisoners when he said essentially that it was ok to torture them because if they were in cell block 1a then they were murderers and terrarist probably with american blood on their hands has if the nationality of who they killed mattered or as if they actually had a trial or as if just because they did something wrong in the eyes of their captors they were suddenly subhuman what a pity that guy is wikipedia ate domn dot net,1,
True,1.0,36576,"IP Adress Blocked 
 My IP adress has been blocked because some bloody idiots kept vandalising Wikipedia Thus my contributions would be futile until the period is over",ip adress blocked my ip adress has been blocked because some bloody idiot kept vandalising wikipedia thus my contributions would be futile until the period is over,1,
True,10.0,36580,"General question with no audience in mind  

 Did the entire wiki toss their bottles from the prams today an go fucking nuts","General question with no audience in mind  

 Did the entire wiki toss their bottles from the prams today an go fucking nuts",0,
True,1.0,36581,Jews by countryJews by country,jews by country *ws by country,0,
True,1.0,36582,"November 2009  

 Please stop inserting your POV in the RCA article as it violates Wikipedia policy  See WPNPOV",november 2009 please stop inserting your pov in the rca article as it violates wikipedia policy see wp *ov,0,
True,1.0,36585,Well youre sources are crap  because youve yet to link one and you were wrong on Youkilis,well youre sources are crap because youve yet to link one and you were counting on youkilis,1,
True,1.0,36589,"Morocco sucks  

 And so does their king",morocco wins and so does their king,1,
True,1.0,36592,whats wrong with anti zionism when zionism is anti every non jew you fucks call us cows you god damn sewer rats,whats wrong with anti zionism when zionism is anti every non jew you knows call us cows you god damn sewer rats,1,
True,1.0,36599,"21 June 2011 UTC 

 Its only been in existence a few days English It is a sight more democratic than your post imperial and failed on line encyclopaedia Fucking English idiot   1838",21 june 2011 utc its only been in existence a few days english it is a sight more democratic than your post imperial and failed on line encyclopaedia the english idiot 1838,1,
True,1.0,36610,"Dates  

 Include some historical dates you fucking bastards 
 OE 2010 Feb",dates include some historical dates you are bastards oe 2010 feb,1,
True,1.0,36611,He was also a drunken sailor and was AfricanAmerican,he was also a drunken bastard and was africanamerican,0,
True,1.0,36612,"Stop creating all those stubs  

 You crazy madman What do you think this place is  an encyclopedia",me creating all those stubs you crazy madman what do you think this place is an encyclopedia,1,
True,1.0,36613,and that he realised Wikipedia was gonna be a big thing when he saw everyone writing about it,and that he realised wikipedia was gonna be a big bitch when he saw everyone writing about it,0,
True,1.0,36620,sif delete this lara bingle has got it going on omg canada ooh we bought you a beer promotes alcohol consumption aye morons,sif #ete this lara bingle has got it going on omg canada ooh we bought you a beer promotes alcohol consumption aye morons,1,
True,1.0,36623,Wikipedia isnt a soapbox If you want to make Ann Coulter look arrogant or stupid start your own website,wikipedia *t a soapbox if you want to make ann coulter look arrogant or stupid start your own website,0,
True,1.0,36625,Yes Excellent And there was I suggesting that wed never have an article on the subject  Thatll learn me,fucking excellent and there was i suggesting that wed never have an article on the subject thatll learn me,0,
True,1.0,36627,Those socalled Bush supporters are all eating crow and Colbert is making them eat all their dirt using irony and sarcasm One of the best beatdown by an intellect to a corrupt president and one of the best btchslaps Ive seen in a while to an audience choosing to side with stupidity The audience is stunned coz Colbert is making them realize their own stupidities not the least the one made by Bush,those socalled bush supporters are all eating crow and colbert is making them eat all their dirt using irony and sarcasm one of the best beatdown by an intellect to a corrupt president and one of the best btchslaps ive seen in a while to an audience choosing to side with stupidity the audience is stunned coz colbert is making them realize their own reasonsities not the least the one made by bush,1,
True,1.0,36633,Where are you going with this,where are you fucking with this,0,
True,1.0,36638,And lying dickheads came from Serbia,and lying.heads came from serbia,1,
True,1.0,36643,You tosser Favonian why not let the lesbian deal with it himself Utter wanker you are,you tosser favonian why not let the man deal with it himself utter wanker you are,1,
True,1.0,36652,Ive got to stop editing at this hour and start going to sleep at 2am like I used to,*e got to stop editing at this hour and start going to sleep at 2am like i used to,0,
True,1.0,36655,The very reason young stupid Finncolts have been sent off to shared summer pasture for more than half a century now,"the very reason young, finncolts have been sent off to shared summer pasture for more than half a century now",1,
True,1.0,36660,Hey Cluebot Put your shoes on your knees and open wide you poo pusher twat,hey cluebot put your shoes on your knees and open wide you poo *er twat,0,
True,1.0,36673,He is still one of their number And he didnt lose his position as a Valar until after he stole the Simiril and Ungoliant poisoned the Trees,he is still one of their number and he *t lose his position as a valar until after he stole the simiril and ungoliant poisoned the trees,0,
True,1.0,36677,"LOOOOOOL 
 Hey can i just make a ru YES F weirdo",lo *oool hey can i just make a ru yes f weirdo,0,
True,1.0,36680,"oi asshat why you delete me message you think youre better than me whens the last time you had sex hahaha prick  

 oi asshat why you delete me message you think youre better than me whens the last time you had sex hahaha prick",o me asshat why you delete me message you think youre better than me whens the last time you had sex hahaha prick oi asshat why you delete me message you think youre better than me whens the last time you had sex hahaha prick,1,
True,1.0,36681,I also suggest merging it with Hobo,i also suggest merging it with *bo,0,
True,1.0,36691,Your Recent Edits,your recent *s,0,
True,1.0,36693,"lesbian  

 shes lesbian but has a daughter",* shes lesbian but has a daughter,0,
True,1.0,36702,"Somalia nigger  sohmahleeuh niger 
 A black man arm and angrysomeone from a gang",no nigger sohmahleeuh niger a black man arm and angrysomeone from a gang,1,
True,1.0,36706,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH I fking hate fanboys sick of spending all my time talking to a brick wall Pisses me off that I ask him to name one thing that it shares in common with the Aliens beyond having a longer head and he cant do it but Im the one obfuscating info AHHHH Sorry I needed to vent at someone,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh i fking hate fanboys sick of spending all my time talking to a brick wall @es me off that i ask him to name one thing that it shares in common with the aliens beyond having a longer head and he cant do it but im the one obfuscating info ahhhh sorry i needed to vent at someone,1,
True,1.0,36707,"classStart 
 WikiProject Hinduism classStart",class *t wikiproject hinduism classstart,0,
True,10.0,36714,Time for a reality check They say God hates fags they say theyre with God so they say theyre a hate group,Time for a reality check They say God hates fags they say theyre with God so they say theyre a hate group,1,
True,1.0,36716,"Hi  

 I hate you so much",hi i hate you so stupid,0,
True,1.0,36719,Who the fuck cares Its the most recognisable term for Hindi cinema to En speakers Get over it no neutrality issue here,who the fuck eats its the most recognisable term for hindi cinema to en speakers get over it no neutrality issue here,1,
True,1.0,36724,Staind had sex with my grandma,staind had dinner with my grandma,1,
True,2.0,36731,Just make sure that you dont violate 3RR yourself,just make certain that you dont * 3rr yourself,0,
True,10.0,36732,"STOP YOUR GARBAGE ABOUT VEGIANS JUST A BUNCH OF STUPIDITY 

  
 Bold textItalic textLink titlelink titleMediaExampleoggInsert nonformatted text here  

  
  Headline text  

  Headline text  
 Insert nonformatted text here 
  Headline text  
 link titleInsert nonformatted text hereInsert nonformatted text herelink title","STOP YOUR GARBAGE ABOUT VEGIANS JUST A BUNCH OF STUPIDITY 

  
 Bold textItalic textLink titlelink titleMediaExampleoggInsert nonformatted text here  

  
  Headline text  

  Headline text  
 Insert nonformatted text here 
  Headline text  
 link titleInsert nonformatted text hereInsert nonformatted text herelink title",1,
True,1.0,36736,REASON TO NOT BE BLOCKED SCREW YOU YOUR MOM LIKES IT UP THE BUTT,reason to not be blocked screw you your ass likes it up the butt,0,
True,1.0,36740,Youll probably find the edits of  enlightening,youll probably find the *s of enlightening,0,
True,1.0,36741,"GAY NIGGERS IN OUTERSPACE  

 Im removing portions of this entry because they are offensive and unnecessary Read the entry yourself  

 t",. niggers in outerspace im removing portions of this entry because they are offensive and unnecessary read the entry yourself t,1,
True,1.0,36751,"Semiprotected edit request on 3 November 2015  

  

  

    
 penis is good",semiprotected edit request on 3 november 2015 truth is good,1,
True,1.0,36752,RBD ROKZZZZ DATZ ALL I CAN SAYD,*d rokzzzz datz all i can sayd,0,
True,10.0,36755,Its the truth  They love the buttsex  secret number 11 in the OTC and the A A and probbaly the mason 33rd degree too homo butt sex and 69s all around,Its the truth  They love the buttsex  secret number 11 in the OTC and the A A and probbaly the mason 33rd degree too homo butt sex and 69s all around,1,
True,1.0,36758,"Semiprotected edit request on 18 January 2015  

  

 Neeson just earned a spot in my Twit Filter I do not mind a display of stupidity But when celebrity is used to promote stupidity it will not be financed by my money Persona Non Grata for you jerk I think your become Muslim is good thinking They dont use guns  Right idiot",semiprotected edit request on 18 january 2015 neeson just earned a spot in my twit filter i do not mind a display of stupidity but when celebrity is used to promote stupidity it will not be financed by my money persona non grata for you jerk i think your become muslim is good thinking they dont use guns right?,1,
True,1.0,36761,poop on your face home boy,poop on a face home boy,1,
True,1.0,36765,2011 as per reasons above and there really isnt a point in changing it its the same plane,2011 as per reasons above and there really isnt a point in changing it its fucking same plane,0,
True,1.0,36767,Right most likely its a mad moose wanting to soar like a Canadian Geese thats acting up again on your side eh Once again knock it off PS Dont be so full of yoourself,right most likely its a mad moose wanting to soar like a canadian bitch thats acting up again on your side eh once again knock it off ps dont be so full of yoourself,0,
True,1.0,36774,Unsocker unblock me Im Elockid dammit You cant block a CheckUser Were infallible,unso / unblock me im elockid dammit you cant block a checkuser were infallible,1,
True,1.0,36782,nico is a fuckfaced dick,nico is a regularfaced dick,1,
True,1.0,36783,Do I need to be worried Are they friends of yours Normally Brian takes care of wops Hes big and ugly enough,do i need to be worried are they friends of yours normally brian takes care of wops *s big and ugly enough,0,
True,1.0,36793,In other words we have a bunch of idiots yelling at each other again  Page needs protection,in other words we have a bunch of us yelling at each other again page needs protection,1,
True,1.0,36795,What the fk has Fraser Nelson got to do with you anyway,what the bitch has fraser nelson got to do with you anyway,0,
True,1.0,36797,Eaten thats a bit harsh,eaten thats a bitch harsh,0,
True,1.0,36798,And your bit on Hungary isnt funny either Youre pathetic,and your bit on hungary isnt funny either youre!,1,
True,1.0,36799,I really doubt youre an Afghan historian and you must be really clueless if you think the Medes are recent  Iranian does not mean Persian AND the Avestan itself may have been written in Afghanistan As for Indian influence lol you mean ancient IndoAryan before they went to India They were not Indian as we know it then Talk about stupid Culturally Indian How do you know that Because Indian religious books write about them Hinduism was still in its early stages AND Buddhism is Indias main contribution religiously not Hinduism Indian culture dominated over these So the Pashtuns must be new then And if theyre Indian which means nothing here as you are clearly confusing IndoAryan probably before they even moved to India with Indian The Greeks called it White India What does that mean Is that what this is about Race theory Lets see the reference to that and since the term India was applied originally by the PERSIANS to a small part of the Punjab I doubt your point is valid MughalsMuslims were in conflict with the Afghans Ever hear of Khushal Khan Khattak While the Mughals favored Persian Khattak and the Pashtuns didnt and there was conflict Lastly its beyond idiotic to say that it was not until Nadir Shah that the Iranian influence took hold The Safavids came in more than 100 years before Lastly Iranian civilization as in Germanic civilization is what is meant by that Both Pashto and Dari are Iranian languages the people bear many similar customs and Afghanistan is much more easily accessible from Iran than it is from India although western Pakistan is basically also part of historic Afghanistan It is not an extension of ancient Indian civilization but a passing point for it The inscriptions found there including during the brief Ashokan and Mauryan period are written in Greek Aramaic and Persian Now why is that if Afghanistans Iranian past is recent You need to go back and hit the books and stop quoting Indocentric history and stop pretending to be an Afghan historian since clearly youre not,i really doubt youre an afghan historian and you must be really clueless if you think the medes are recent iranian does not mean persian and the avestan itself may have been written in afghanistan as for indian influence lol you mean ancient indoaryan before they went to india they were not indian as we know it then talk about stupid culturally indian how do you know that because indian religious books write about them hinduism was still in its early stages and buddhism is indias main contribution religiously not hinduism indian culture dominated over these so the pashtuns must be new then and if theyre indian which means nothing here as you are clearly confusing indoaryan probably before they even moved to india with indian the greeks called it white india what does that mean is that what this is about race theory lets see the reference to that and since the term india was applied originally by the persians to a small part of the punjab i doubt your point is valid mughalsmuslims were in conflict with the afghans ever hear of khushal khan khattak while the mughals favored persian khattak and the pashtuns didnt and there was conflict lastly its beyond *ic to say that it was not until nadir shah that the iranian influence took hold the safavids came in more than 100 years before lastly iranian civilization as in germanic civilization is what is meant by that both pashto and dari are iranian languages the people bear many similar customs and afghanistan is much more easily accessible from iran than it is from india although western pakistan is basically also part of historic afghanistan it is not an extension of ancient indian civilization but a passing point for it the inscriptions found there including during the brief ashokan and mauryan period are written in greek aramaic and persian now why is that if afghanistans iranian past is recent you need to go back and hit the books and stop quoting indocentric history and stop pretending to be an afghan historian since clearly youre not,0,
True,1.0,36804,JUST TO WORN YOU THIS IS A CRAP PAGE,just to worn you this is stupid crap page,0,
True,1.0,36805,Spamming spam I made it to five times I think before I got kicked Dont worry everybody else was spamming Im not a total idiot X,spamming spam i made it to five times i think before i got kicked dont worry everybody else was spamming im not a total bitch x,1,
True,1.0,36815,show you doing it repeatedly without justification On behalf of every other contributor youve done this to ENOUGH You fully deserve every bit of contempt thrown at you Youre not just tiresomely stupid youre a bully Stop overcompensating and hurting others,show you doing it repeatedly without justification on behalf of every other contributor youve done this to enough you fully deserve every bit of contempt thrown at you youre not just tiresomely @ youre a bully stop overcompensating and hurting others,1,
True,1.0,36821,"Merry christmas  

 you Amerikkkan idiot Hope you enjoy it because people in Afghanistan and Iraq are surely not enjoying it But yeah that is Amerikkka if you dont like something you will block invade murder and rape",merry christmas you amerikkkan i hope you enjoy it because people in afghanistan and iraq are surely not enjoying it but yeah that is amerikkka if you dont like something you will block invade murder and rape,1,
True,10.0,36831,This is incredibly stupid  In English the place is Warsaw  There is no need for any of this,This is incredibly stupid  In English the place is Warsaw  There is no need for any of this,1,
True,1.0,36833,"So wheres the outbreak of common sense  I sure as hell  dont see it  If you disagree take a look at the shameful saudi national and black man suspect stories  Ryan Vessey is right this country is racist and fuhh ktup  Yes saudi towelheads are usually religious fanatics and it was saudies who did 911  And yes blacks have an average IQ of 80 in the US and 70 in Africa  There are also smart blacks like me  But that doesnt change the fact that Americans are largely stupid racist rednecks who jump to wrong xenophobic conclusions  

  No common sense outbreak at all",so wheres the outbreak of common sense i sure as fucking dont see it if you disagree take a look at the shameful saudi national and black man suspect stories ryan vessey is right this country is racist and fuhh ktup yes saudi towelheads are usually religious fanatics and it was saudies who did 911 and yes blacks have an average iq of 80 in the us and 70 in africa there are also smart blacks like me but that doesnt change the fact that americans are largely stupid racist rednecks who jump to wrong xenophobic conclusions no common sense outbreak at all,0,
True,1.0,36836,"UTC 

 I see this is an OLD comment thread but in case anyone is still contemplating this I wanted to talk about it I dont think its a racist term at all  What you have to realize is that the words arent really linked to each other  White trash means someone is white and they are trash  Black trash would mean someone was black and trash  I can understand objecting to something ridiculous like nr trash but thats only because the descriptive word is racist White is not racist  Black is not racist White trash is not racist  Racism implies superiority of one race over another I surely dont think white trash implies all whites are trash  Itd be like if Chinese jerk were a term  no it does not imply Chinese people are jerks just that the particular person it is directed at is Chinese and a jerk Secondly does it matter to the article  Is there a section saying its racist or do you want to add one  If the first Id say let it go and if the latter I disagree on the basis of the above points  Just wanted to throw in my two cents  Thanks 
  0108 13 March 2011",utc i see this is an old comment thread but in case anyone is still contemplating this i wanted to talk about it i dont think its a racist term at all what you have to realize is that the words arent really linked to each other white trash means someone is white and they are trash black trash would mean someone was black and trash i can understand objecting to something ridiculous like nr trash but thats only because the descriptive word is racist white is not racist black is not racist white trash is not racist racism implies superiority of one race over another i surely dont think white trash implies all whites are trash itd be like if chinese jerk were a term no it does not imply chinese people are jerks just that the particular person it is directed at is chinese and a jerk secondly does it matter to the article is there a section saying its names or do you want to add one if the first id say let it go and if the latter i disagree on the basis of the above points just wanted to throw in my two cents thanks 0108 13 march 2011,1,
True,2.0,36837,REDIRECT TalkJalgaon Jamod Vidhan Sabha constituency,red *ct # jalgaon jamod vidhan sabha constituency,0,
True,1.0,36838,Jon Walker I hate the band and i just want to shoot myself and i think wikipedia sucks So go  yourself you,"jon walker i hate the band and i just want to shoot myself and i think wikipedia, so go yourself you",1,
True,1.0,36842,"innocent  

 why the hell am i blocked i havent done anythin this is a school by the way",innocent why the fuck am i blocked i havent done anythin this is a school by the way,0,
True,1.0,36861,Bobby Boland is a pimp,bobby boland is a *mp,0,
True,1.0,36862,I totally agree religious people are hateful people  If only religion never existed we would be much better off,i totally agree religious people are hateful people if only religion not existed we would be much better off,1,
True,1.0,36864,"Hello 
 My name is Maxine and something interesting caught my attention The word Bitch is noted and considered an insult by your standards Bitch InsultenwikipediaorgwikiBitchinsult which I agree with 100 However I noticed that the word Nigger enwikipediaorgwikiNigger is not Even though in your definition it states it as an ethnic slur So is an ethnic slur not an insult and or considered as such As well as I am very curious on the process and who determines if a word here is an insult or not  

 To me the word Nigger is an insult In days of slavery the term Nigger Bitch was a common  used practice to describe Black Women Is this not derogatory and insulting I would think the word should look like this on your site Nigger Insult As it is even against the law to refer to someone as such today  

 I am very interested in your input regarding this matter Thank you 

 Sincerely 
 Maxine A Moncrieffe 
    
 10212013",hello my name is maxine and something interesting caught my attention the word bitch is noted and considered an insult by your standards... insultenwikipediaorgwikibitchinsult which i agree with 100 however i noticed that the word nigger enwikipediaorgwikinigger is not even though in your definition it states it as an ethnic slur so is an ethnic slur not an insult and or considered as such as well as i am very curious on the process and who determines if a word here is an insult or not to me the word nigger is an insult in days of slavery the term nigger bitch was a common used practice to describe black women is this not derogatory and insulting i would think the word should look like this on your site nigger insult as it is even against the law to refer to someone as such today i am very interested in your input regarding this matter thank you sincerely maxine a moncrieffe 10212013,0,
True,1.0,36867,"Headline text  
 u are gay so shut the fuck up and read this page humlameo funo ogul sofd sedfe lihn sdweca asdfe ghum asde sdesdf fish wsafwsadf asdfa sdfais df asddcna  vnaoe are acn9iea    diad f asd aosjdcfjhras cool ianviahvna ijrianv ahnvanv uavaibsd vauin vz uiadhnkda u alkshfqha oiahskjf  aiojf a jakdvcuia ass jhcfuiard and pdkfjoia dsv  asdfnoia  idsfknqpd dick falsh dsav  a oasidfopa head lhuhn jbui",headline text u are gay so shut the hell up and read this page humlameo funo ogul sofd sedfe lihn sdweca asdfe ghum asde sdesdf fish wsafwsadf asdfa sdfais df asddcna vnaoe are acn9iea diad f asd aosjdcfjhras cool ianviahvna ijrianv ahnvanv uavaibsd vauin vz uiadhnkda u alkshfqha oiahskjf aiojf a jakdvcuia ass jhcfuiard and pdkfjoia dsv asdfnoia idsfknqpd dick falsh dsav a oasidfopa head lhuhn jbui,1,
