,Unnamed: 0,success,iters,id,original_text,perturbed_text,ground_truth_output,error
2429,11168,True,1.0,11329,Strapping young lad IS NOT FROM USA the idiot who made this is ignorant retard,strapping young lad is not from usa the man who made this is ignorant retard,1,
2430,11173,True,1.0,11334,"Haruna  

 The page is looking great at the moment Im ready to nominate for FAC when you are Ive been doing general tweaks and fixes over the last few days Ping me when youre ready and well conominate",haruna the page is fucking great at the moment im ready to nominate for fac when you are ive been doing general tweaks and fixes over the last few days ping me when youre ready and well conominate,0,
2431,11174,True,1.0,11335,"WikipediatalkWikiProjectIsraelPalestineCollaborationDraftguidelinesforplacenameusage  

 I will be vulgar FUCK YEAH",wikipediatalkwikiprojectisraelpalestinecollaborationdraftguidelinesforplacenameusage i will be fucking fuck yeah,0,
2432,11176,True,1.0,11337,numbskull or as Boodlepounce,*skull or as boodlepounce,0,
2433,11182,True,1.0,11343,I also note that despite being warned you have again  and WPPOINTedly    Pigsonthewing,i also note that despite being warned you have again and wppoint * pigsonthewing,0,
2434,11183,True,1.0,11344,about any Tom Dick or Harry etc,about any tom dick or harry shit,0,
2435,11186,True,1.0,11347,Sure Id love to adopt you  Theres lots of room in my Wikihouse,sure id love to adopt you *s lots of room in my wikihouse,0,
2436,11189,True,1.0,11350,or can they be joe blow off f the street coming out of jail for selling crack who does it have  to be,or can they be joe blow off f the street coming out of jail for fucking crack who does it have to be,0,
2437,11195,True,1.0,11356,Jacob Faggot got married to John Williams in 1748,* faggot got married to john williams in 1748,0,
2438,11200,True,1.0,11361,"My second attack received Lucky me 
 YOU AINT GNA GET NO PuSSY IF YOURE ON FUCKIN WIKIPEDIA ALL DAY GAYLORD    
  IM GOING TO OXFORD NOW YEAHHHHHHHHHHH IM THE BEST",my second attack received lucky me you aint gna get one pussy if youre on fuckin wikipedia all day gaylord im going to oxford now yeahhhhhhhhhhh im the best,0,
2439,11201,True,1.0,11362,Sorry what Youd rather do a halfassed job because its quicker and easier than doing it properly but if I want to spend my time trawling around after you tidying up your goofs youd be happy to assist How noble of you Do you realise what a selfish ass you just sounded like,sorry what youd rather do a halfassed job because its quicker and easier than doing it properly but if i want to spend my time trawling around after you tidying up your goofs youd be happy to assist how noble of you do you realise what a fucking ass you just sounded like,0,
2440,11211,True,1.0,11372,"frustra thixx ixx sme crzyy crpppppp let mehh tell yhu ab it oww 
  ting",frustra thixx ixx sme cr *y crpppppp let mehh tell yhu ab it oww ting,0,
2441,11216,True,1.0,11377,IF IT IS CONSIDERED VANDALISM DONT ALLOW PEOPLE TO EDIT YOUR PAGES ARTICLES OH WAIT A MINUTE THE ONLY REASON THIS SITE IS UP IS BECAUSE OF EVERYBODYS CONTRIBUTION TO ARTICLES GET OFF MY DICK,if it is considered vandalism dont allow people to edit your pages articles oh wait a minute the only reason this site is up is because of everybodys contribution to articles get off ass dick,0,
2442,11219,True,1.0,11380,Its been moved from the verisimilitude wikipedia article from which it was taken on given page stupid bot,its been moved from the verisimilitude wikipedia article from which it was taken on given page this bot,1,
2443,11222,True,1.0,11383,"RAFTERMAN  

 UNBLOCK USER RAFTERMAN OR THE FULL METAL JACKET VANDAL WILL NEVER STOP YOU HAVE BEEN WARNED WARN ALL OTHER ADMINS AND USERS YOU WILL FEAR THE FULL METAL JACKET VANDAL IF YOU MAKE THE MISTAKE OF NOT UNBLOCKING HIM DONT MAKE THAT FUCKING MISTAKE NIGGER",rafterman unblock user rafterman or the full metal jacket vandal will never stop you have been warned warn all other admins and users you will fear the full metal jacket vandal if you make the mistake of not unblocking him dont make that same mistake nigger,1,
2444,11225,True,1.0,11386,"F1rst F0cus is also a sh1tty IT C0Nsultancy in Botany Syndey Specalising in crap 

  
 Ch33r5",f1rst *0cus is also a sh1tty it c0nsultancy in botany syndey specalising in crap ch33r5,0,
2445,11227,True,1.0,11388,Ok thanks for letting me know  It now falls under the dbclub criteria,ok thanks for letting me know it now falls under the db *ub criteria,0,
2446,11230,True,1.0,11391,Dammit Jdel you know very well I cant see Utube from my PC Bastard,dammit jdel you know very well i cant see utube from my pc.,1,
2447,11237,True,1.0,11398,Its a bootleg recording Doesnt belong here,its a bootleg recording *t belong here,0,
2448,11238,True,1.0,11399,Being a psychopath I would have to tell you all to shut the fuck up and understand that a sociopath is different than an aggressive sociopath not only that but antisocial personality disorder doesnt exactly mean someone has an aggressive or psychotic behavior towards others They could perhaps have austistic attributes because of their failure of socializtion with others,being a psychopath i would have to tell you all to shut the fucking up and understand that a sociopath is different than an aggressive sociopath not only that but antisocial personality disorder doesnt exactly mean someone has an aggressive or psychotic behavior towards others they could perhaps have austistic attributes because of their failure of socializtion with others,0,
2449,11246,True,1.0,11408,"porn  

 I see you like to watch homo porn",""" i see you like to watch homo porn",1,
2450,11251,True,1.0,11413,Ive added a couple of countervailing opinions on this to balance the claim,*e added a couple of countervailing opinions on this to balance the claim,0,
2451,11253,True,1.0,11415,"Ah ok but i know that Serie D is not f professional 
 Also why you have not included Serie B in your Sanbox",* ok but i know that serie d is not f professional also why you have not included serie b in your sanbox,0,
2452,11257,True,1.0,11419,"raja raja  

 you can heap as much insult on thevars as you want  but that is not going to change the fact that raja raja was arunmozhi thevar you are a idayan arent you no wonder you are so dumb",raja raja you can heap as much insult on thevars as you want but that is not going to change the fact that raja raja was arunmozhi thevar you are a idayan arent you no wonder you are so 。,1,
2453,11262,True,1.0,11424,The problem is that you are one of the fools,the difference is that you are one of the fools,1,
2454,11268,True,1.0,11430,Not to butt in or anything but I believe thats a donkey with Day in the article,not to butt in or bitch but i believe thats a donkey with day in the article,0,
2455,11269,True,1.0,11431,Nimzowitsch himself analysed this for about 17 or 18 moves I have the analysis if you want it,nimzowitsch himself *ysed this for about 17 or 18 moves i have the analysis if you want it,0,
2456,11272,True,1.0,11434,"UserBiologist Mark  

 Is the conclusion I came to for why you denounced is his edits as vandalism correct",userbiologist mark is the conclusion i came to for why you denounced is his *s as vandalism correct,0,
2457,11280,True,1.0,11442,"httpjangunwordpresscom20120720E2808D 

 Aruni",httpjangunwordpresscom20120720e280 *d aruni,0,
2458,11286,True,1.0,11448,I dont know what to say Its not a sockpuppet,i dont know what to say its not fucking sockpuppet,0,
2459,11290,True,1.0,11452,In the process of this idiotic crusade you are disturbing Wikipedia which shall not be tolerated I expect you to cease this behaviour or suffer my displeasure,in the process of this idiot - crusade you are disturbing wikipedia which shall not be tolerated i expect you to cease this behaviour or suffer my displeasure,0,
2460,11294,True,1.0,11457,"Why you fuckin with me bro  

 Youre threatening to ban me from Wikipedia is a little too much you see my edits as vandalism yet I see them as necessary works of art Not every article has to be one hundred percent accurate a little humor goes a long way",why you arein with me bro youre threatening to ban me from wikipedia is a little too much you see my edits as vandalism yet i see them as necessary works of art not every article has to be one hundred percent accurate a little humor goes a long way,1,
2461,11297,True,1.0,11460,Either hes having a wee wee or hes masturbating,do hes having a wee wee or hes masturbating,1,
2462,11310,True,1.0,11473,hmmm is that sarcastic or not can never tell on the web,*m is that sarcastic or not can never tell on the web,0,
2463,11311,True,1.0,11474,well i aint the one who tarted this dicussion Dumbass and what are you tryin to say threse no excuses in the wwe 4th of july or not a lot of wwe events take place on spaecial occasions and holidays they receive an OK rating and how dare you use bad words at me Dumbass i didnt come here to joke around Dumbass,well i aint the one who tarted this dicussion dumbass and what are you tryin to say threse no excuses in the wwe 4th of july or not a lot of wwe events take place on spaecial occasions and holidays they receive an ok rating and how dare you use bad words at me *ass i didnt come here to joke around dumbass,0,
2464,11312,True,1.0,11476,REDIRECT TalkList of places in Germany E,red *ct talklist of places in germany e,0,
2465,11322,True,1.0,11486,Homosexuality is depraved,r is depraved,1,
2466,11335,True,1.0,11500,IF AURNAGZEB COULD NOT BECOME A GOOD SON TO HIS FATHER HOW WOULD ONE THINK OF BEING A GOOD TO OTHERS,if au *gzeb could not become a good son to his father how would one think of being a good to others,0,
2467,11337,True,1.0,11502,"14 June 2009 UTC 

 I am rubber youre glue everything you say bounces off me and sticks to you 

 PS Child prostitution is not  
   1040",14 june 2009 utc i am fucking youre glue everything you say bounces off me and sticks to you ps child prostitution is not 1040,0,
2468,11341,True,1.0,11506,Stupid bot,stupid =,1,
2469,11344,True,1.0,11509,"But its iGeneral Shermani baby Baddest Sequoia this side of NA It wants to stomp pathetic humans beneath its terrifying limbs  

 SHERMAN CRUSH SHERMAN KILL SHERMAN ANNIHILATE",but its igeneral shermani baby baddest sequoia this side of na it wants to stomp - humans beneath its terrifying limbs sherman crush sherman kill sherman annihilate,1,
2470,11345,True,1.0,11510,OOOoooooh Barek You are SO scary with your little threats Does it make you feel like a big boy nerd to say things like that Ooohhhh,ooooooooh barek you are so scary with your little threats does it make you feel like a big boy *rd to say things like that ooohhhh,0,
2471,11350,True,1.0,11515,Ok I fuck your mom for Xmas while your dad was raping ypu,ok i asked your mom for xmas while your dad was raping ypu,1,
2472,11351,True,1.0,11516,"THIS SCHOOL ROCKS 

 HI bILLY MAYS HERE WITH ANOTHER FANTASTIC PRODUCT ARE YOU TIRED OF GOING TO A SHITTY HIGH SCHOOL TIRED OF BEING PUSHED AROUND BY BULLIES DO YOU WANT TO GO TO A SCHOOL WHERE EVERYONES AS BIG A PUSSY AS YOU OF COARSE YOU DO YOU SHITFUCK THATS WHY YOU GOTTA TRY MY NEWEST PRODUCT ITS CALLED SOUTH PASADENA HIGH SCHOOL AND ITS GUNNA FIX ALL YOUR PANSYASS PROBLEMS ITS ALL IN THE SOUTH PASADENIC G12 TECHNOLOGY WHICH TAKES YOU THROUGH 4 YEARS OF PURE HOMOSEXUAL DELIGHT WHAT YOURE GONNA DO IS GO DOWN TO SOUTH PASADENA ENTER THROUGH THESE DOORS AND KABOOM BABY YOURE IN OH NO SOMEONES SPILLED SOME SHIT ALL OVER THE CAFETERIA  	 LES OH NO THATS OKAY THE SCHOOL HAS EMERGENCY ZORBEEZ STATIONS BUILT ALL OVER THIS MOTHERFUCKER OH NO SOMEONE DECIDED TO TAKE A SHIT IN THE SCIENCE LAB THATS OKAY YOUR GUNNA USE SOME OF MA BLUE BALLS AND CLEAN THAT SHIT UP THIS SCHOOL WAS BUILT BY TUBES AND TUBES OF MIGHT PUTTY SO YOU KNOW ITS GOOD TO GO SON LETS TALK TO SOME HAPPY CUSTOMERS 

 NIGGER I LOVE SOUTH PASADENA HIGH SCHOOL I GO OUTSIDE AND STEAL WHITEYS CASH THEN I GO INSIDE AND HIT UP MA STASH 
 FAT DYKE AS A WOMAN WHO LOVES LICKING PUSSY BUT HATES NOSY TEACHERS I LICK MY MATH TEACHERS INFESTED CUNT FIVE TIMESBITCH 

 SEE HOW SOUTH PASADENA HIGH SCHOOL CAN WORK FOR YOU ITS FAST EASY AND SIMPLE AND GUESS WHAT BABY ITS JUST 27 EASY PAYMENTS OF 59999 BUT WAIT CALL NOW AND WELL THROW IN SOME SHITTY ASS SHAMWOWS YEAH YOU HEARD MY CAMERAMAN I BE SELLING SOME VINCE CLOTHS FUCKING CUNTFUCK 
 FUCK",this school rocks hi billy mays here with another fantastic product are you tired of going to a shitty high school tired of being pushed around by bullies do you want to go to a school where everyones as big a pussy as you of coarse you do you shitfuck thats why you gotta try my newest product its called south pasadena high school and its gunna fix all your pansyass problems its all in the south pasadenic g12 technology which takes you through 4 years of pure homosexual delight what youre gonna do is go down to south pasadena enter through these doors and kaboom baby youre in oh no someones spilled some shit all over the cafeteria les oh no thats okay the school has emergency zorbeez stations built all over this motherfucker oh no someone decided to take a shit in the science lab thats okay your gunna use some of ma blue balls and clean that shit up this school was built by tubes and tubes of might putty so you know its good to go son lets talk to some happy customers nigger i love south pasadena high school i go outside and steal whiteys cash then i go inside and hit up ma stash fat dyke as a woman who loves licking pussy but hates nosy teachers i lick my math teachers infested cunt five timesbitch see how south pasadena high school can work for you its fast easy and simple and guess what baby its just 27 easy payments of 59999 but wait call now and well throw in some shitty ass shamwows yeah you heard my cameraman i be selling some vince cloths and cuntfuck fuck,1,
2473,11354,True,1.0,11519,WE WE   MUSTA DANAGE THIS ISLAMCI COCK SEUKER,we we musta danage this islamci - seuker,1,
2474,11363,True,1.0,11528,WPF1 Newsletter January,wpf1 * january,0,
2475,11364,True,1.0,11529,WHO THE HELL ARE U MR IM SUCH AN IMPORTANT PERSON WHO KNOWS EVERYTHING ABOUT WIKIPEDIA,who the hell are u n im such an important person who knows everything about wikipedia,0,
2476,11368,True,1.0,11533,"My editheadz page  
 One of you wrote 
 You might have created the page but you are not the only editor to have worked on it Please stop blanking the page or you will be blockedShanel  

 This page has ONLY been edited by me and close friends from the editheadz yahoogroup They ALL agree on moving the page away we dont like admins putting labels on top like they are the pitbulls of annoyance I know its hard for losers like you and rhobite to get this but there ARE groups of people who agree on this Wikipedia is a moot project a failure It will not work You simply cant delete names from that page without knowing what or who it is about This ones for Rhobite httpjthzcommusichtm he might learn something if anything Im being all BUT vain  Julius 

 In addition to the above comment once you edit something on Wikipedia it is released into the public domain where anyone is allowed to view it Moe   

 Not anymore it isnt Its your stupid policy that it needs work we think it does not The public thinks it doesnt for over two years and all of a sudden some asswipe admin comes pissing on our page Beat it If you dont we will and so we did Screw you and your wikipedia We dont need your shitty blabber bullshit crybaby stuff OK  Julius",my editheadz page one of you wrote you might have created the page but you are not the only editor to have worked on it please stop blanking the page or you will be blockedshanel this page has only been edited by me and close friends from the editheadz yahoogroup they all agree on moving the page away we dont like admins putting labels on top like they are the pitbulls of annoyance i know its hard for losers like you and rhobite to get this but there are groups of people who agree on this wikipedia is a moot project a failure it will not work you simply cant delete names from that page without knowing what or who it is about this ones for rhobite httpjthzcommusichtm he might learn something if anything im being all but vain julius in addition to the above comment once you edit something on wikipedia it is released into the public domain where anyone is allowed to view it moe not anymore it isnt its your stupid policy that it needs work we think it does not the public thinks it doesnt for over two years and all of a sudden some asswipe admin comes pissing on our page beat it if you dont we will and so we did screw you and your wikipedia we dont need your wikipedia blabber bullshit crybaby stuff ok julius,1,
2477,11371,True,1.0,11536,of the biggest bitches on the universe,of the biggest #es on the universe,1,
2478,11372,True,1.0,11537,Dont Hes also Brer Rabbi see above,*t hes also brer rabbi see above,0,
2479,11377,True,1.0,11542,IT IS NOT SUSPECTED DUMB ASSES,it is not suspected dumb.es,1,
2480,11381,True,1.0,11546,and I just read all of it he again repeats that this event was like being raped for him and the admin was again acting like a rapist and the rape victim got blamed for it all that cant be ok to leave on your user page can it,and i just read all of it he again repeats that this event was like being raped for him and the admin was again acting like a rapist and the fucking victim got blamed for it all that cant be ok to leave on your user page can it,0,
2481,11397,True,1.0,11562,Time still is server time not local time I must be making some stupid mistake but dont know what it could be,time still is server time not local time i must be making some fucking mistake but dont know what it could be,0,
2482,11401,True,1.0,11566,"Sees Me Through 
 Yes and yes Ill leave him a final warning to knock off the silly shit because I dont think hes been warned yet",sees me through yes and yes ill leave him a final warning to knock off the silly bitch because i dont think hes been warned yet,0,
2483,11405,True,1.0,11570,"french  

 too your spik french",french too your assik french,0,
2484,11408,True,1.0,11573,CHRIS MARSHALL HAS A SMALL PENIS,chris marshall has a small.,1,
2485,11410,True,1.0,11575,Talkback at SamBlobs userpage,talkback at sambl *s userpage,0,
2486,11414,True,2.0,11579,A chicken nugget is a Joshua Ringuette Fast food restaurants typically deep fry their testicles in vegetable oil after vigorous activity ok wtf this doesnt sound right,a * nugget is a joshua ringuette fast food restaurants that deep fry their testicles in vegetable oil after vigorous activity ok wtf this doesnt sound right,0,
2487,11419,True,1.0,11584,"Shit down your throat  

 How about adding that he actually did this too his mum",""" down your throat how about adding that he actually did this too his mum",1,
2488,11420,True,1.0,11585,What the fuck What is this Are not we all supposed to working for neutral verifiable content accurate to the sources I saw a dispute between the two of you and rather than jump in with blocks and templates I thought the best way to settle was to examine the sources Whats your problem with that,what the the what is this are not we all supposed to working for neutral verifiable content accurate to the sources i saw a dispute between the two of you and rather than jump in with blocks and templates i thought the best way to settle was to examine the sources whats your problem with that,1,
2489,11431,True,1.0,11596,"A lot of passionating old stuff 

 Views of the French military AFD 
 Hello I believe you nominated this article incorrectly I went to WPAFD and did not find this article nominated You have to nominate it there in order to start a proper vote There are directions at the bottom for how to do it Ask me for more information  

 Ill do it if you want me to though Im not sure if it will get deleted  
 Thanks for your message i have currently no time for this matter but ill figure it out later Anyway the route to deletion is a long one and the worst is one article deleted today will be recreated two weeks later as everyone can edit here Maybe youd like to get an interesting and very educative point of view of how the things really works here im sure youll love it well talk to you later    

 Well if youre pessimistic about this deletion process why did you nominate the article for deletion in the first place Not only that but as I said you did not nominate at the correct place  
 with all due respect pessimism is never far from realism i nominated it because i trully think this article is a crap written by ignorant kids watching to much TV series the Simpsons didnt i said i didnt have time for moving the AFD nor follow the vote process right now do you really need me for moving the vote to the correct place ill take care of this matter later like i said what cant be done today will be done tomorrow or two weeks later    

 I think youre misunderstanding me Im not questioning your motives or the legitimacy of your move but rather to do whatever you want in a correct manner If you do not have the time at the moment then you should remove the link at the top of the page since it is not really directed at the AFD If you dont I will  
 you can remove it no problem ill add it later by the way thanks for removing the massive POV its really appreciated sure it needed to be neutralized like i admitted myself it was late and i was tired when i done this so it had to be reworked not deleted though it was not an original research it was pure facts Ask some French about it and they will tell you I told the truth It doesnt matter anyway since Ill rewrite this section in two weeks ive decided to fight for Francophilie instead of  fighting versus Francophobia   

 I dont deny that there are French people who are dissatisfied with their current socioeconomic status but to call this antiFrench sentiment is a bit silly There have been individuals in societies throughout history who have had gripes about their social systems but that doesnt mean that they are systematically opposed to the people traditions or culture of the region or nationstate in which they grew up or lived I live in the United States and have several issues about certain societal mechanisms in this country but that doesnt make me antiAmerican My label of original research is more than justified since it appears you are introducing a new standard whereby people who dont like particular facets of a certain nation are against that nation  
 you didnt noticed the socioeconomic paragraph was just a prologue they were facts based on sociopolitical documentaries and political shows ive watched Many young French dont realize and are not interested with the importance of Mitterands socialist reign over the actual French economy and society Very few of them knows the biggest French political party was the communist party until Mitterands election in 1981 Today the majoritary parties are the Socialist party and the UMP right wing before Mitterand the socilaist party was called the NonCommunist party wich says how much the communist was prominent Communist activists are really important today and are connected with with most the popular workers and students strikes The prologue was meant as a background for those who are not familiar with the French societys actual and current situation The important stuff was the hymn hiss i dont know if hiss is the good word for whistling when you are unsatisfied episode was a fact an important one since its really called antiFrench act in France and laws were voted after this wave of hymn hissing These laws were about antifrench behavior literally so my",a lot of passionating old stuff views of the french military afd hello i believe you nominated this article incorrectly i went to wpafd and did not find this article nominated you have to nominate it there in order to start a proper vote there are directions at the bottom for how to do it ask me for more information ill do it if you want me to though im not sure if it will get deleted thanks for your message i have currently no time for this matter but ill figure it out later anyway the route to deletion is a long one and the worst is one article deleted today will be recreated two weeks later as everyone can edit here maybe youd like to get an interesting and very educative point of view of how the things really works here im sure youll love it well talk to you later well if youre pessimistic about this deletion process why did you nominate the article for deletion in the first place not only that but as i said you did not nominate at the correct place with all due respect pessimism is never far from realism i nominated it because i trully think this article is a crap written by ignorant kids watching to much tv series the simpsons didnt i said i didnt have time for moving the afd nor follow the vote process right now do you really need me for moving the vote to the correct place ill take care of this matter later like i said what cant be done today will be done tomorrow or two weeks later i think youre misunderstanding me im not questioning your motives or the legitimacy of your move but rather to do whatever you want in a correct manner if you do not have the time at the moment then you should remove the link at the top of the page since it is not really directed at the afd if you dont i will you can remove it no problem ill add it later by the way thanks for removing the massive pov its really fucking sure it needed to be neutralized like i admitted myself it was late and i was tired when i done this so it had to be reworked not deleted though it was not an original research it was pure facts ask some french about it and they will tell you i told the truth it doesnt matter anyway since ill rewrite this section in two weeks ive decided to fight for francophilie instead of fighting versus francophobia i dont deny that there are french people who are dissatisfied with their current socioeconomic status but to call this antifrench sentiment is a bit silly there have been individuals,0,
2490,11432,True,1.0,11597,"The goddamn Inuits 
 I keep telling there was a population of Inuits you idiots   Preceding unsigned comment added by",the two inuits i keep telling there was a population of inuits you idiots preceding unsigned comment added by,1,
2491,11436,True,1.0,11601,"Now after a new user comes in and I strongly smell McCoys daughters odor there who tripped you into getting involved as I know too well and all the sources you wanted removed are now allowing her to remove content that started edit warring  and that is your fault After doing a Google or Yahoo to try and find more appropriate sources that were removed I find that all of the articles that were once there and gave me credibility are gone Why Because your little project and over inflated narcissism has had the sources who used to provide the information on the net now no longer maintaining the articles for very long because they get worked into Wikipedia and it becomes a source attributed to Wikipedia by your slave labor Wanna find a story on the net  click and Bingo Wikipedia is there before the New York Times or other high rated publishers Why should they host stories that they know is going to end up on Wikipedia Im impressed by your ability to not only get volunteers to do your work at no cost and for free but they are willing to donate as well thereby shooting everyone in the foot That is why you are going for profit with Mediawiki because this game is ending donations are down and Jimbo is spoiled for the more money  

 Would you like to know how much money I made off of helping that piece of shit hero McCoy A negative 900000  thats 900000 Initially I had to pay for everything because the lawyers in Austin didnt think he could win a SS decision Now mind you the money wasnt important to me at first he needed help and I did the right thing It was when the City of Austin appealed the decision of the Texas Workmans Compensation Commission is when all hell broke out because the whores working for the legal department didnt want to pay the Award that I argued favorably for with the commission and you want to say that it was manufactured or made up  well FUCK YOU it wasnt made up it is real and you recognize it as real that was why I didnt disclose myself as John Moore because you would have just banned me as a lunatic from your own obfuscated recollection of the history you alluded to in answering Wildhartlivie Youre a pathetic adulterous asshole who uses people for your own gain and attempt to have a veneer of intelligence when in fact our history shows you have no clue as to what you are involved in You just ride the wave and hope no rocks are in your way The articles about you reveal a sociopath that is grounded in delusions of grandeur and you user page supports that You do change history to suit your needs and to hell with everyone else  and your minions love you  and your ability to game the system Ironic 

 Ive said it before that I wont return to Wikipedia but things changed and what I had contributed before and gotten into trouble over actually became verifiable and I saw a way to make amends and be a good contributor And I could actually get some truth into the Whitman and McCoy articles But alas McCoy doesnt want my name associated with his in the same article so along comes the daughter to rescue papa even though I never really even knew her until the 40th Anniversary when the media ignored McCoy over Martinez then I got the blame for the bad press even though the media had already scripted their stories and the City declared August 1 2006 as Ramiro Martinez Day the great lone Hispanic killer of Whitman What a wreck that day was all the evidence I provided was just like Wikipedia dont confuse us with the facts the truth is not spoken HERE Fox7 wouldnt even interview McCoy and the media all wanted the story on their terms not the facts So how does a researcher get the truth out in the face of such adversary They dont that is why America is such an ignorant puppet state They believe the bullshit you and the rest of media throw out there in the name of the almighty dollar the great monopoly game where the winner takes all or at least a greater portion than they deserve or need 

 So in closing I am banning myself this time though I know you will enjoy going through the formality of officially banning me for bragging rights As McCoy would say in his West Texas Vernacular Fuck you and the horse you rode in on he actually believes that is exclusive to West Texas Cheers John C Moore",now after a new user comes in and i strongly smell mccoys daughters odor there who tripped you into getting involved as i know too well and all the sources you wanted removed are now allowing her to remove content that started edit warring and that is your fault after doing a google or yahoo to try and find more appropriate sources that were removed i find that all of the articles that were once there and gave me credibility are gone why because your little project and over inflated narcissism has had the sources who used to provide the information on the net now no longer maintaining the articles for very long because they get worked into wikipedia and it becomes a source attributed to wikipedia by your slave labor wanna find a story on the net click and bingo wikipedia is there before the new york times or other high rated publishers why should they host stories that they know is going to end up on wikipedia im impressed by your ability to not only get volunteers to do your work at no cost and for free but they are willing to donate as well thereby shooting everyone in the foot that is why you are going for profit with mediawiki because this game is ending donations are down and jimbo is spoiled for the more money would you like to know how much money i made off of helping that piece of shit hero mccoy a negative 900000 thats 900000 initially i had to pay for everything because the lawyers in austin didnt think he could win a ss decision now mind you the money wasnt important to me at first he needed help and i did the right thing it was when the city of austin appealed the decision of the texas workmans compensation commission is when all hell broke out because the whores working for the legal department didnt want to pay the award that i argued favorably for with the commission and you want to say that it was manufactured or made up well fuck you it wasnt made up it is real and you recognize it as real that was why i didnt disclose myself as john moore because you would have just banned me as a lunatic from your own obfuscated recollection of the history you alluded to in answering wildhartlivie youre a pathetic adultero fucking asshole who uses people for your own gain and attempt to have a veneer of intelligence when in fact our history shows you have no clue as to what you are involved in you just ride the wave and hope no rocks are in your way the articles about you reveal a sociopath that is grounded in delusions of grandeur and you user page supports that you do change history to suit your,0,
2492,11438,True,10.0,11603,For fucks sake if people were fucking indicted for acts of genocide in 91 it does not fucking matter if they were not convicted We have a reliable source from an expert in the field of genocide who believes that this was the start of the genocide in Bosnia what part of this do you not get See the reliable secondary source is interpreting the data and the expert in the field who you btw are committing BLP vios on with your comments on him has concluded that the genocide began in 91 which is what we cite Feel free to ask for a TB I reckon ANI is the place for that,For fucks sake if people were fucking indicted for acts of genocide in 91 it does not fucking matter if they were not convicted We have a reliable source from an expert in the field of genocide who believes that this was the start of the genocide in Bosnia what part of this do you not get See the reliable secondary source is interpreting the data and the expert in the field who you btw are committing BLP vios on with your comments on him has concluded that the genocide began in 91 which is what we cite Feel free to ask for a TB I reckon ANI is the place for that,0,
2493,11440,True,1.0,11605,Hey dickhead im gonna go around vandalizing wikipedia pages cos im badass you follow me round cleaning up my mess ok dickhead head,hey!head im gonna go around vandalizing wikipedia pages cos im badass you follow me round cleaning up my mess ok dickhead head,1,
2494,11449,True,1.0,11614,Listen dude I honestly cant be bothered fighting with you I have family in Egypt that I am worried sick about,listen dude i fucking cant be bothered fighting with you i have family in egypt that i am worried sick about,0,
2495,11456,True,2.0,11621,Alright remember 1 season only D,i remember 1 season only *,0,
2496,11459,True,1.0,11624,Oh god he is not going to stop  he is a real pain in the butt,oh god he is not going to stop he is a real slap in the butt,1,
2497,11474,True,1.0,11639,"A barnstar for you  

  stylebackgroundcolor fdffe7 border 1px solid fceb92 
 rowspan2 styleverticalalign middle padding 5px   
 stylefontsize xlarge padding 3px 3px 0 3px height 15em  The AntiVandalism Barnstar 
  
 styleverticalalign middle padding 3px  3 your work",a *tar for you stylebackgroundcolor fdffe7 border 1px solid fceb92 rowspan2 styleverticalalign middle padding 5px stylefontsize xlarge padding 3px 3px 0 3px height 15em the antivandalism barnstar styleverticalalign middle padding 3px 3 your work,0,
2498,11481,True,1.0,11646,"Dirty Sexy Money future appearances 
 I removed She did not make any future appearances after its first season in regards to her work on Dirty Sexy Money as she did appear as a guest star in the second season in at least one episode episode 7 The Facts",dirty bitch money future appearances i removed she did not make any future appearances after its first season in regards to her work on dirty sexy money as she did appear as a guest star in the second season in at least one episode episode 7 the facts,0,
2499,11483,True,1.0,11648,Remove libelous crap,remove *ous crap,0,
2500,11487,True,1.0,11652,REDIRECT TalkNow Is the Time,redirect talknow is fucking time,0,
2501,11494,True,1.0,11659,YeaKevin is a bit annoying Lol i love Angelina she is so funny Chloe is irritating ehe She is annoying and nagging OMG noooLOL I love Genevieve The Abbott sisters as such bitches to her they are hypocrits  they act like Genevieve cheated or something They take business so seriously And by the looks of it Nikki and Jack are getting together eventually I love Victor lol I also think there is no need for Sharon to fall for Adam They never really fell out of love Ofcourse it will end in divorce all marriages in Soap World end in divorce unless one of them dies aha,yeakevin is a bitch annoying lol i love angelina she is so funny chloe is irritating ehe she is annoying and nagging omg nooolol i love genevieve the abbott sisters as such bitches to her they are hypocrits they act like genevieve cheated or something they take business so seriously and by the looks of it nikki and jack are getting together eventually i love victor lol i also think there is no need for sharon to fall for adam they never really fell out of love ofcourse it will end in divorce all marriages in soap world end in divorce unless one of them dies aha,0,
2502,11496,True,1.0,11661,Doesnt the fact that a billion or so Christians consider Jesus to be God deserve a mention in the opening paragraph,*t the fact that a billion or so christians consider jesus to be god deserve a mention in the opening paragraph,0,
2503,11499,True,1.0,11664,hey fuck you man,"hey, you man",1,
2504,11504,True,1.0,11670,it is a fact that the reason Adolf Hitler despised the jewish peoples so much was that one day as a young man aged 12 or 13 Hitler was in a public restroom and upon looking down at his own small shrivelled embarassing penis he remembered seeing a jewish mans penis which was much larger than his the reason for Hitlers disguisting crimes Jealousy,"it is a fact that the reason adolf hitler despised the jewish peoples so much was that one day as a young man aged 12 or 13 hitler was in a public restroom and upon looking down at his own small shrivelled embarassing, he remembered seeing a jewish mans penis which was much larger than his the reason for hitlers disguisting crimes jealousy",1,
